reaction_id,temperature_value,temperature_units,REAGENT_0_SMILES,REAGENT_0_Mole_Value,REAGENT_0_Mole_Units,CATALYST_0_SMILES,CATALYST_0_Mole_Value,CATALYST_0_Mole_Units,SOLVENT_0_SMILES,SOLVENT_0_Volume_Value,SOLVENT_0_Volume_Units,CATALYST_1_SMILES,CATALYST_1_Mole_Value,CATALYST_1_Mole_Units,REACTANT_0_SMILES,REACTANT_0_Mole_Value,REACTANT_0_Mole_Units,REACTANT_1_SMILES,REACTANT_1_Mole_Value,REACTANT_1_Mole_Units,INTERNAL_STANDARD_0_SMILES,INTERNAL_STANDARD_0_Mole_Value,INTERNAL_STANDARD_0_Mole_Units,Product_0_SMILES,Product_0_Yield_Percent,Product_1_SMILES
ord-1fe8c56893ed4c639833bc6eb74e0866,90,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.41,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-ac27761919764b3dab30557e264511d9,90,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.9,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-e8e964e30bf74ee691748c4f1287ed3b,90,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.08,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-fa7f4872161b40bfb0235bd2822c6f94,90,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-b34516ab8eef4301b79df078f760656b,90,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-3fb7b5ea02e64a50bceb71f1f84182b1,90,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,14.18,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-f6df2faa00d5415595670873a34363e2,90,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.09,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-16c69233dea2487380dc32395830d4bc,90,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.67,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-3d6e5face30544fe81755e12ca581464,90,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.32,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-fa6af59b65044fe09e08da9b33fe9f65,90,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.8,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-2031db4161cc4be4ac9522c7e9e5b73d,90,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.8,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-2a51aafdb4784d0ba0e3f53f0c088fe2,90,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.2,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-aa19a49e2cb8495895df0f5aab054872,90,CELSIUS,O=C([O-])C(C)(C)C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-7416882491594979b8a8f46900da9fee,90,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,10.78,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-f0773f44e34e41dba162e50973e330ed,90,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.39,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-585046067e0545529e3f96a5f0b0a4bc,90,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.17,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-24f15bb8667048bb930e16c3fa0eb9a3,90,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.8,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-73a4085c4a67404e89cf9c3243307437,90,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.99,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-e68fd1d91ec74daf864760114e25ea83,90,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.76,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-6a205a50146e4276a6d84ac9235298a8,90,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.2,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-3cc866ebc11046dc8d77abe744696924,90,CELSIUS,O=C([O-])C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.42,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-2e029b316d364be0aa73c2d4fbf8ab76,90,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,4.19,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-1e086c5710b642f4b69bb21e45e5cf01,90,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,3.59,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-3c7c94320aac405e9e469a23b6fd1607,90,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2.14,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-7050eaf24e684001a72d8ed9d9354e3d,90,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.73,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-6f72ab003e68484b90079418cc1eeb72,90,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC(N(C)C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,4.29,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-9dbb0ac7237a4ed68c2618cc1a60b484,90,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCC#N,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.66,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-90bbb8a314f14847a4b7f066b94f2384,90,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCCOC(C)=O,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.2,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-4b4ddeb972054d67bf027320fb44d8af,90,CELSIUS,O=C([O-])C.[K+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC1=CC=C(C)C=C1,263.1579,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.64,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-335cfa7458c846c19a7263c695632c70,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC(N(C)C)=O,98.039215,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,24.7,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-9beaa20b0e7e4350a9ae66d568bc0c14,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCC#N,98.039215,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,4.26,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-6001f71a9e3b43d088b0aa2dae9c2cf2,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CCCCOC(C)=O,98.039215,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.99,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-67ec8530e3d84b188f7bb48f544e9bb5,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,0.75,MICROMOLE,CC1=CC=C(C)C=C1,98.039215,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,2,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-2cf223a30e5a46acbc9259ce78f93e2b,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CC(N(C)C)=O,98.039215,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.96,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-3a63837816984d259349351ec9a198e6,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCC#N,98.039215,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,1.06,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
ord-2a4f0e1f78db4ede8d58322bca884100,105,CELSIUS,O=C([O-])C(C)(C)C.[Cs+],0.045,MILLIMOLE,C1(P(C2CCCCC2)C3CCCCC3)=CC=CC=C1C4=CC=CC=C4,0.75,MICROMOLE,CCCCOC(C)=O,98.039215,MICROLITER,C=C[CH2-].C=C[CH2-].Cl[Pd+].Cl[Pd+],0.3375,MICROMOLE,Cn1cnc(C#N)c1,0.03,MILLIMOLE,Fc1ccccc1Br,0.015,MILLIMOLE,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0.015,MILLIMOLE,N#CC1=C(C2=CC=CC=C2F)N(C)C=N1,0.47,CC(C1=CC=C(C2=CC=C(C(C)(C)C)C=C2)C=C1)(C)C
